study_id,ecosystem/vegetation type,N addition (kg N ha-1 y-1),addition simplify,Fertilizer type,Fertilizer type simplify,Duration (days),Duration simplify,Species,Needle/broadleaf,C3/C4,Legume/non-legume,Deciduous/evergreen,Organ,Organ simplify 1,Organ simplify 2,mean_trt,mean_ctrl,Δ1,δ15N of fertilizer ‰,Δ2,,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,Hedages d,Vd,Vd*n,w',d',
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Kobresia macrantha,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.138 ,-0.357 ,0.219 ,,,,0.536 ,0.357 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4554 ,0.3850 ,0.6790 ,30.5558,0.0327,0.0126 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Kobresia macrantha,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.499 ,-0.357 ,-0.142 ,,,,0.313 ,0.357 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3357 ,-0.3380 ,0.6762 ,30.4283,0.0329,-0.0111 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Kobresia macrantha,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.009 ,-0.357 ,0.348 ,,,,0.603 ,0.357 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4955 ,0.5619 ,0.6930 ,31.1842,0.0321,0.0180 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Kobresia macrantha,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.855 ,-0.357 ,1.212 ,,,,0.893 ,0.357 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.6802 ,1.4252 ,0.8359 ,37.6171,0.0266,0.0379 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Poa litwinowiana,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.347 ,-1.541 ,0.194 ,,,,0.671 ,0.313 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.5237 ,0.2960 ,0.6740 ,30.3285,0.0330,0.0098 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Poa litwinowiana,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.269 ,-1.541 ,0.271 ,,,,0.604 ,0.313 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4811 ,0.4510 ,0.6836 ,30.7628,0.0325,0.0147 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Poa litwinowiana,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.352 ,-1.541 ,1.188 ,,,,0.067 ,0.313 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2265 ,4.1972 ,2.1347 ,96.0616,0.0104,0.0437 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Poa litwinowiana,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.306 ,-1.541 ,1.847 ,,,,0.380 ,0.313 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3483 ,4.2414 ,2.1658 ,97.4612,0.0103,0.0435 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Poa litwinowiana,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.469 ,-1.541 ,3.009 ,,,,1.074 ,0.313 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.7909 ,3.0439 ,1.4388 ,64.7445,0.0154,0.0470 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Dracocephalum heterophyllum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.334 ,0.322 ,0.013 ,,,,0.958 ,0.512 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.7682 ,0.0134 ,0.6667 ,30.0007,0.0333,0.0004 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Dracocephalum heterophyllum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.119 ,0.322 ,0.797 ,,,,0.334 ,0.512 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4325 ,1.4748 ,0.8479 ,38.1569,0.0262,0.0387 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Dracocephalum heterophyllum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.315 ,0.322 ,1.994 ,,,,0.290 ,0.512 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4162 ,3.8322 ,1.8905 ,85.0703,0.0118,0.0450 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Dracocephalum heterophyllum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.701 ,0.322 ,2.379 ,,,,0.111 ,0.512 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3708 ,5.1340 ,2.8632 ,128.8442,0.0078,0.0398 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Dracocephalum heterophyllum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,3.691 ,0.322 ,3.370 ,,,,0.401 ,0.512 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4601 ,5.8597 ,3.5280 ,158.7585,0.0063,0.0369 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Oxytropics glacialis (legume),,C3,N-fixing,perennial,leaf,leaf,above ground,-1.891 ,-2.484 ,0.593 ,,,,0.067 ,0.067 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.0670 ,7.0821 ,4.8463 ,218.0847,0.0046,0.0325 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Oxytropics glacialis (legume),,C3,N-fixing,perennial,leaf,leaf,above ground,-0.912 ,-2.484 ,1.573 ,,,,0.514 ,0.067 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3662 ,3.4357 ,1.6503 ,74.2647,0.0135,0.0463 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Oxytropics glacialis (legume),,C3,N-fixing,perennial,leaf,leaf,above ground,0.545 ,-2.484 ,3.029 ,,,,1.027 ,0.067 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.7278 ,3.3299 ,1.5907 ,71.5815,0.0140,0.0465 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Oxytropics glacialis (legume),,C3,N-fixing,perennial,leaf,leaf,above ground,1.022 ,-2.484 ,3.506 ,,,,0.313 ,0.067 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2261 ,12.4088 ,13.4983 ,607.4225,0.0016,0.0204 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Oxytropics glacialis (legume),,C3,N-fixing,perennial,leaf,leaf,above ground,2.273 ,-2.484 ,4.757 ,,,,0.871 ,0.067 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.6176 ,6.1621 ,3.8309 ,172.3919,0.0058,0.0357 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Androsace tapete,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.910 ,-0.432 ,-0.477 ,,,,0.112 ,0.179 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.1491 ,-2.5618 ,1.2136 ,54.6112,0.0183,-0.0469 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Androsace tapete,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.858 ,-0.432 ,-0.426 ,,,,0.089 ,0.179 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.1413 ,-2.4100 ,1.1507 ,51.7800,0.0193,-0.0465 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Androsace tapete,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.006 ,-0.432 ,0.439 ,,,,0.514 ,0.179 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3848 ,0.9120 ,0.7360 ,33.1190,0.0302,0.0275 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Androsace tapete,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.432 ,-0.432 ,0.865 ,,,,0.223 ,0.179 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2024 ,3.4174 ,1.6399 ,73.7952,0.0136,0.0463 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Androsace tapete,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.948 ,-0.432 ,1.381 ,,,,0.670 ,0.179 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4907 ,2.2511 ,1.0890 ,49.0028,0.0204,0.0459 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Potentilla spp.,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.269 ,-2.341 ,1.072 ,,,,0.627 ,0.470 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.5538 ,1.5490 ,0.8666 ,38.9981,0.0256,0.0397 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Potentilla spp.,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.269 ,-2.341 ,1.072 ,,,,0.492 ,0.470 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4813 ,1.7826 ,0.9315 ,41.9164,0.0239,0.0425 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Potentilla spp.,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.545 ,-2.341 ,1.796 ,,,,0.224 ,0.470 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3680 ,3.9035 ,1.9365 ,87.1411,0.0115,0.0448 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Potentilla spp.,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.287 ,-2.341 ,2.054 ,,,,0.291 ,0.470 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3908 ,4.2051 ,2.1402 ,96.3103,0.0104,0.0437 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Potentilla spp.,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.450 ,-2.341 ,2.791 ,,,,0.604 ,0.470 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.5413 ,4.1248 ,2.0845 ,93.8027,0.0107,0.0440 ,
8 ,herb,8.000 ,< 100,Mixed,mixed, ,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.005 ,-1.126 ,0.121 ,,,,0.468 ,0.709 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6003 ,0.1757 ,0.5019 ,6.0231,0.1660,0.0292 ,
8 ,herb,24.000 ,< 100,Mixed,mixed,,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.217 ,-1.126 ,-0.090 ,,,,0.468 ,0.709 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6003 ,-0.1311 ,0.5011 ,6.0129,0.1663,-0.0218 ,
8 ,herb,56.000 ,< 100,Mixed,mixed,,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.713 ,-1.126 ,0.413 ,,,,0.453 ,0.709 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.5948 ,0.6043 ,0.5228 ,6.2739,0.1594,0.0963 ,
8 ,herb,8.000 ,< 100,Mixed,mixed,,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.566 ,-1.587 ,1.021 ,,,,0.822 ,1.204 ,4.000 ,4.000 ,12.000 ,0.8696 ,1.0310 ,0.8611 ,0.5463 ,6.5562,0.1525,0.1313 ,
8 ,herb,24.000 ,< 100,Mixed,mixed,,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.969 ,-1.587 ,0.618 ,,,,0.822 ,1.204 ,4.000 ,4.000 ,12.000 ,0.8696 ,1.0310 ,0.5212 ,0.5170 ,6.2038,0.1612,0.0840 ,
8 ,herb,56.000 ,< 100,Mixed,mixed,,,Drosera rotundifolia,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.557 ,-1.587 ,1.030 ,,,,0.737 ,1.204 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.9984 ,0.8969 ,0.5503 ,6.6033,0.1514,0.1358 ,
8 ,herb,8.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.993 ,-2.709 ,0.716 ,,,,0.071 ,0.907 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6432 ,0.9685 ,0.5586 ,6.7035,0.1492,0.1445 ,
8 ,herb,24.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.815 ,-2.709 ,0.894 ,,,,0.964 ,0.907 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.9356 ,0.8312 ,0.5432 ,6.5182,0.1534,0.1275 ,
8 ,herb,56.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.049 ,-2.709 ,1.660 ,,,,0.283 ,0.907 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6718 ,2.1490 ,0.7886 ,9.4638,0.1057,0.2271 ,
8 ,herb,8.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-1.759 ,-1.703 ,-0.056 ,,,,0.298 ,0.935 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6940 ,-0.0700 ,0.5003 ,6.0037,0.1666,-0.0117 ,
8 ,herb,24.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.837 ,-1.703 ,0.866 ,,,,0.864 ,0.935 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.9005 ,0.8363 ,0.5437 ,6.5245,0.1533,0.1282 ,
8 ,herb,56.000 ,< 100,Mixed,mixed,,,Sphagnum papillosum,,C3,non-N-fixing,perennial,whole plant,whole plant,whole plant,-0.340 ,-1.703 ,1.363 ,,,,0.227 ,0.935 ,4.000 ,4.000 ,12.000 ,0.8696 ,0.6805 ,1.7415 ,0.6896 ,8.2747,0.1208,0.2105 ,
11 ,herb,30.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Agropyron cristatum C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.396 ,-1.381 ,0.985 ,6.530 ,5.545 ,5.446 ,0.213 ,0.564 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.4264 ,1.8476 ,0.9511 ,19.0227,0.0526,0.0971 ,
11 ,herb,60.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Agropyron cristatum C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.015 ,-1.381 ,1.365 ,6.530 ,5.165 ,,0.518 ,0.564 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5417 ,2.0164 ,1.0055 ,20.1101,0.0497,0.1003 ,
11 ,herb,120.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Agropyron cristatum C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.355 ,-1.381 ,1.025 ,6.530 ,5.505 ,,1.451 ,0.564 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.1011 ,0.7450 ,0.7129 ,14.2584,0.0701,0.0522 ,
11 ,herb,240.000 ,>= 200,NH4NO3,NH4NO3,1460 ,3-10 yr,Agropyron cristatum C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.904 ,-1.381 ,2.284 ,6.530 ,4.246 ,,1.236 ,0.564 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.9610 ,1.9016 ,0.9680 ,19.3604,0.0517,0.0982 ,
11 ,herb,480.000 ,>= 200,NH4NO3,NH4NO3,1460 ,3-10 yr,Agropyron cristatum C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.005 ,-1.381 ,2.386 ,6.530 ,4.144 ,,0.300 ,0.564 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.4518 ,4.2249 ,2.1542 ,43.0835,0.0232,0.0981 ,
11 ,herb,30.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Leymus chinensis  C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.173 ,-0.462 ,0.289 ,6.530 ,6.241 ,,0.279 ,0.079 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.2052 ,1.1283 ,0.7727 ,15.4549,0.0647,0.0730 ,
11 ,herb,60.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Leymus chinensis  C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.325 ,-0.462 ,0.137 ,6.530 ,6.393 ,,1.161 ,0.079 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8225 ,0.1333 ,0.6681 ,13.3629,0.0748,0.0100 ,
11 ,herb,120.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Leymus chinensis  C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.244 ,-0.462 ,0.218 ,6.530 ,6.312 ,,0.397 ,0.079 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.2861 ,0.6103 ,0.6977 ,13.9541,0.0717,0.0437 ,
11 ,herb,240.000 ,>= 200,NH4NO3,NH4NO3,1460 ,3-10 yr,Leymus chinensis  C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.685 ,-0.462 ,2.147 ,6.530 ,4.383 ,,2.104 ,0.079 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.4889 ,1.1537 ,0.7776 ,15.5517,0.0643,0.0742 ,
11 ,herb,480.000 ,>= 200,NH4NO3,NH4NO3,1460 ,3-10 yr,Leymus chinensis  C3,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.777 ,-0.462 ,1.239 ,6.530 ,5.291 ,,0.743 ,0.079 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5286 ,1.8744 ,0.9595 ,19.1891,0.0521,0.0977 ,
11 ,herb,30.000 ,< 100,NH4NO3,NH4NO3,120 ,< 3 yr,Amaranthus retroflexus C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,2.806 ,3.236 ,-0.430 ,6.530 ,6.960 ,,0.621 ,0.767 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6977 ,-0.4930 ,0.6869 ,13.7384,0.0728,-0.0359 ,
11 ,herb,60.000 ,< 100,NH4NO3,NH4NO3,120 ,< 3 yr,Amaranthus retroflexus C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,3.268 ,3.236 ,0.033 ,6.530 ,6.497 ,,0.872 ,0.767 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8214 ,0.0318 ,0.6668 ,13.3350,0.0750,0.0024 ,
11 ,herb,120.000 ,100-200,NH4NO3,NH4NO3,120 ,< 3 yr,Amaranthus retroflexus C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,3.462 ,3.236 ,0.226 ,6.530 ,6.304 ,,1.162 ,0.767 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.9845 ,0.1839 ,0.6695 ,13.3897,0.0747,0.0137 ,
11 ,herb,240.000 ,>= 200,NH4NO3,NH4NO3,120 ,< 3 yr,Amaranthus retroflexus C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,3.148 ,3.236 ,-0.088 ,6.530 ,6.618 ,,0.522 ,0.767 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6561 ,-0.1073 ,0.6676 ,13.3525,0.0749,-0.0080 ,
11 ,herb,480.000 ,>= 200,NH4NO3,NH4NO3,120 ,< 3 yr,Amaranthus retroflexus C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,3.502 ,3.236 ,0.267 ,6.530 ,6.263 ,,1.349 ,0.767 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.0972 ,0.1943 ,0.6698 ,13.3963,0.0746,0.0145 ,
11 ,herb,30.000 ,< 100,NH4NO3,NH4NO3,120 ,< 3 yr,Setaria viridis C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,0.070 ,-0.775 ,0.845 ,6.530 ,5.685 ,,0.457 ,0.839 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6754 ,1.0008 ,0.7501 ,15.0027,0.0667,0.0667 ,
11 ,herb,60.000 ,< 100,NH4NO3,NH4NO3,120 ,< 3 yr,Setaria viridis C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,0.899 ,-0.775 ,1.674 ,6.530 ,4.856 ,,1.158 ,0.839 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.0109 ,1.3251 ,0.8130 ,16.2598,0.0615,0.0815 ,
11 ,herb,120.000 ,100-200,NH4NO3,NH4NO3,120 ,< 3 yr,Setaria viridis C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,0.233 ,-0.775 ,1.008 ,6.530 ,5.522 ,,0.793 ,0.839 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8163 ,0.9877 ,0.7480 ,14.9591,0.0668,0.0660 ,
11 ,herb,240.000 ,>= 200,NH4NO3,NH4NO3,120 ,< 3 yr,Setaria viridis C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,1.225 ,-0.775 ,2.000 ,6.530 ,4.530 ,,1.855 ,0.839 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.4393 ,1.1116 ,0.7696 ,15.3929,0.0650,0.0722 ,
11 ,herb,480.000 ,>= 200,NH4NO3,NH4NO3,120 ,< 3 yr,Setaria viridis C4,,C4,non-N-fixing,annual,leaf,leaf,above ground,3.287 ,-0.775 ,4.062 ,6.530 ,2.468 ,,0.101 ,0.839 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5972 ,5.4412 ,3.1339 ,62.6773,0.0160,0.0868 ,
15 ,herb,200.000 ,>= 200,NH4NO3,NH4NO3,7300 , > 10 yr,plant,,,,,above ground plant,shoot,above ground,-1.028 ,-1.227 ,0.199 ,-1.020 ,-1.219 ,2.860 ,0.979 ,0.697 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8495 ,0.1875 ,0.6696 ,13.3919,0.0747,0.0140 ,
15 ,herb,240.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,plant,,,,,above ground plant,shoot,above ground,1.460 ,-1.227 ,2.687 ,8.880 ,6.193 ,3.533 ,0.464 ,0.697 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5921 ,3.6310 ,1.7653 ,35.3064,0.0283,0.1028 ,
15 ,herb,360.000 ,>= 200,Mixed,mixed,7300 , > 10 yr,plant,,,,,above ground plant,shoot,above ground,3.384 ,-1.227 ,4.611 ,,,,1.758 ,0.697 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.3373 ,2.7585 ,1.3008 ,26.0159,0.0384,0.1060 ,
15 ,herb,480.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,plant,,,,,above ground plant,shoot,above ground,4.379 ,-1.227 ,5.607 ,-1.020 ,-6.627 ,,0.431 ,0.697 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5794 ,7.7415 ,5.6609 ,113.2187,0.0088,0.0684 ,
15 ,herb,200.000 ,>= 200,NH4NO3,NH4NO3,7300 , > 10 yr,Lolium  perenne L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,-0.730 ,-0.431 ,-0.299 ,8.880 ,9.179 ,,0.912 ,0.498 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.7348 ,-0.3251 ,0.6755 ,13.5094,0.0740,-0.0241 ,
15 ,herb,240.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,Lolium  perenne L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.322 ,-0.431 ,2.754 ,8.880 ,6.126 ,,0.182 ,0.498 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.3748 ,5.8776 ,3.5455 ,70.9101,0.0141,0.0829 ,
15 ,herb,360.000 ,>= 200,Mixed,mixed,7300 , > 10 yr,Lolium  perenne L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.853 ,-0.431 ,3.284 ,,,,1.327 ,0.498 ,3.000 ,3.000 ,20.000 ,0.8000 ,1.0021 ,2.6219 ,1.2395 ,24.7902,0.0403,0.1058 ,
15 ,herb,480.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,Lolium  perenne L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,4.412 ,-0.431 ,4.844 ,8.880 ,4.036 ,,0.564 ,0.498 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.5318 ,7.2858 ,5.0902 ,101.8045,0.0098,0.0716 ,
15 ,herb,200.000 ,>= 200,NH4NO3,NH4NO3,7300 , > 10 yr,Festuca rubra L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,-0.863 ,-1.294 ,0.431 ,-1.020 ,-1.451 ,,1.062 ,0.912 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.9898 ,0.3486 ,0.6768 ,13.5359,0.0739,0.0258 ,
15 ,herb,240.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,Festuca rubra L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.057 ,-1.294 ,3.351 ,8.880 ,5.529 ,,0.033 ,0.912 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6455 ,4.1525 ,2.1036 ,42.0716,0.0238,0.0987 ,
15 ,herb,360.000 ,>= 200,Mixed,mixed,7300 , > 10 yr,Festuca rubra L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,0.796 ,-1.294 ,2.090 ,,6.790 ,,0.033 ,0.912 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6455 ,2.5902 ,1.2257 ,24.5148,0.0408,0.1057 ,
15 ,herb,480.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,Festuca rubra L.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.389 ,-1.294 ,3.682 ,8.880 ,5.198 ,,0.083 ,0.912 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.6478 ,4.5479 ,2.3903 ,47.8053,0.0209,0.0951 ,
15 ,herb,200.000 ,>= 200,NH4NO3,NH4NO3,7300 , > 10 yr,Taraxacum officinale Web.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,-1.526 ,-1.858 ,0.332 ,-1.020 ,-1.352 ,,0.514 ,1.045 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8236 ,0.3223 ,0.6753 ,13.5064,0.0740,0.0239 ,
15 ,herb,240.000 ,>= 200,Cattle slurry,manure,7300 , > 10 yr,Taraxacum officinale Web.,,C3,non-N-fixing,perennial,above ground plant,shoot,above ground,2.355 ,-1.858 ,4.213 ,8.880 ,4.667 ,,0.630 ,1.045 ,3.000 ,3.000 ,20.000 ,0.8000 ,0.8630 ,3.9059 ,1.9380 ,38.7600,0.0258,0.1008 ,
