study_id,ecosystem/vegetation type,N addition (kg N ha-1 y-1),addition simplify,Fertilizer type,Fertilizer type simplify,Duration (days),Duration simplify,Species,Needle/broadleaf,C3/C4,Legume/non-legume,Deciduous/evergreen,Organ,Organ simplify 1,Organ simplify 2,mean_trt,mean_ctrl,Δ1,δ15N of fertilizer ‰,Δ2,,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,Hedages d,Vd,Vd*n,w',d',
13 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,305 ,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.372 ,-3.383 ,1.011 ,-1.480 ,-2.491 ,,0.637 ,0.425 ,3.000 ,3.000 ,9.000 ,0.8000 ,0.5414 ,1.4946 ,0.8528 ,7.6754,0.1303,0.1947 ,
13 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,305 ,< 3 yr,Pinus massoniana,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.912 ,-3.383 ,1.471 ,-1.480 ,-2.951 ,,0.743 ,0.425 ,3.000 ,3.000 ,9.000 ,0.8000 ,0.6053 ,1.9445 ,0.9817 ,8.8357,0.1132,0.2201 ,
13 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,305 ,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.923 ,-3.352 ,0.429 ,-1.480 ,-1.909 ,,1.274 ,1.274 ,3.000 ,3.000 ,9.000 ,0.8000 ,1.2741 ,0.2694 ,0.6727 ,6.0544,0.1652,0.0445 ,
13 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,305 ,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.299 ,-3.352 ,2.054 ,-1.480 ,-3.534 ,,1.221 ,1.274 ,3.000 ,3.000 ,9.000 ,0.8000 ,1.2479 ,1.3166 ,0.8111 ,7.3000,0.1370,0.1804 ,
13 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,305 ,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.054 ,-2.893 ,1.839 ,-1.480 ,-3.319 ,,0.637 ,0.531 ,3.000 ,3.000 ,9.000 ,0.8000 ,0.5864 ,2.5090 ,1.1913 ,10.7213,0.0933,0.2340 ,
13 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,305 ,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.172 ,-2.893 ,3.065 ,-1.480 ,-4.545 ,,0.425 ,0.531 ,3.000 ,3.000 ,9.000 ,0.8000 ,0.4807 ,5.1006 ,2.8347 ,25.5124,0.0392,0.1999 ,
13 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,305 ,< 3 yr,Schima superba,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.502 ,-2.893 ,2.391 ,-1.480 ,-3.871 ,,0.319 ,0.531 ,3.000 ,3.000 ,9.000 ,0.8000 ,0.4378 ,4.3689 ,2.2573 ,20.3155,0.0492,0.2151 ,
14 ,Tree,125.000 ,100-200,Urea,urea,3650 , > 10 yr,Alseis blackiana,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.370 ,0.630 ,0.739 ,,,,1.696 ,0.870 ,4.000 ,4.000 ,4.000 ,0.8696 ,1.3475 ,0.4770 ,0.5142 ,2.0569,0.4862,0.2319 ,
14 ,Tree,125.000 ,100-200,Urea,urea,3650 , > 10 yr,Dialium guianense,broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,1.087 ,0.761 ,0.326 ,,,,0.304 ,0.739 ,4.000 ,4.000 ,4.000 ,0.8696 ,0.5652 ,0.5017 ,0.5157 ,2.0629,0.4847,0.2432 ,
14 ,Tree,125.000 ,100-200,Urea,urea,3650 , > 10 yr,Heisteria concinna,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.761 ,0.272 ,1.489 ,,,,0.652 ,0.870 ,4.000 ,4.000 ,4.000 ,0.8696 ,0.7686 ,1.6848 ,0.6774 ,2.7096,0.3691,0.6218 ,
14 ,Tree,125.000 ,100-200,Urea,urea,3650 , > 10 yr,Tetragastris panamesis,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.848 ,1.511 ,0.337 ,,,,0.543 ,0.957 ,4.000 ,4.000 ,4.000 ,0.8696 ,0.7779 ,0.3767 ,0.5089 ,2.0355,0.4913,0.1850 ,
17 ,Tree,,,NH4NO3,NH4NO3,,,Picea glauca (Moench) Voss,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2 ,2.093 ,0.149 ,,,,0.239 ,0.263 ,5.000 ,5.000 ,1.000 ,0.9032 ,0.2509 ,0.5380 ,0.4145 ,0.4145,2.4127,1.2980 ,
21 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.845 ,-5.458 ,2.613 ,,,,1.720 ,1.196 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.4813 ,1.5338 ,0.6470 ,13.5875,0.0736,0.1129 ,
21 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.236 ,-5.495 ,2.259 ,,,,4.710 ,1.271 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.4498 ,0.5695 ,0.5203 ,10.9256,0.0915,0.0521 ,
21 ,Tree,66.667 ,< 100,NH4NO3,NH4NO3,1095 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.178 ,-4.916 ,1.738 ,,,,3.140 ,2.467 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.8239 ,0.5351 ,0.5179 ,10.8758,0.0919,0.0492 ,
21 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.130 ,-6.112 ,3.982 ,,,,1.271 ,4.037 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.9930 ,1.1570 ,0.5837 ,12.2570,0.0816,0.0944 ,
21 ,Tree,40.000 ,< 100,NH4NO3,NH4NO3,1825 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.446 ,-5.234 ,2.788 ,,,,4.935 ,1.869 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.7312 ,0.6497 ,0.5264 ,11.0540,0.0905,0.0588 ,
21 ,Tree,33.333 ,< 100,NH4NO3,NH4NO3,2190 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.687 ,-5.364 ,2.677 ,,,,4.411 ,4.112 ,4.000 ,4.000 ,21.000 ,0.8696 ,4.2644 ,0.5459 ,0.5186 ,10.8912,0.0918,0.0501 ,
21 ,Tree,28.571 ,< 100,NH4NO3,NH4NO3,2555 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.302 ,-5.364 ,2.062 ,,,,4.336 ,2.318 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.4768 ,0.5158 ,0.5166 ,10.8491,0.0922,0.0475 ,
21 ,Tree,25.000 ,< 100,NH4NO3,NH4NO3,2920 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.506 ,-5.551 ,2.045 ,,,,1.346 ,3.664 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.7598 ,0.6444 ,0.5260 ,11.0450,0.0905,0.0583 ,
21 ,Tree,22.222 ,< 100,NH4NO3,NH4NO3,3285 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.654 ,-5.402 ,1.748 ,,,,3.813 ,3.065 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.4595 ,0.4393 ,0.5121 ,10.7533,0.0930,0.0409 ,
21 ,Tree,15.385 ,< 100,NH4NO3,NH4NO3,4745 , > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.652 ,-5.458 ,1.806 ,,,,2.318 ,0.748 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.7221 ,0.9118 ,0.5520 ,11.5911,0.0863,0.0787 ,
21 ,Tree,11.765 ,< 100,NH4NO3,NH4NO3,6205 , > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-4.118 ,-5.458 ,1.340 ,,,,1.421 ,1.495 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.4584 ,0.7990 ,0.5399 ,11.3379,0.0882,0.0705 ,
21 ,Tree,9.524 ,< 100,NH4NO3,NH4NO3,7665 , > 10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-4.340 ,-5.514 ,1.174 ,,,,3.439 ,1.645 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.6956 ,0.3786 ,0.5090 ,10.6881,0.0936,0.0354 ,
21 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.153 ,-3.607 ,1.455 ,,,,3.956 ,2.560 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.3321 ,0.3796 ,0.5090 ,10.6891,0.0936,0.0355 ,
21 ,Tree,100.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.327 ,-3.316 ,0.989 ,,,,3.956 ,0.815 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.8562 ,0.3011 ,0.5057 ,10.6190,0.0942,0.0284 ,
21 ,Tree,66.667 ,< 100,NH4NO3,NH4NO3,1095 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-1.978 ,-4.160 ,2.182 ,,,,2.327 ,1.396 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.9191 ,0.9886 ,0.5611 ,11.7827,0.0849,0.0839 ,
21 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.531 ,-3.753 ,1.222 ,,,,2.909 ,1.047 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.1863 ,0.4860 ,0.5148 ,10.8100,0.0925,0.0450 ,
21 ,Tree,40.000 ,< 100,NH4NO3,NH4NO3,1825 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.124 ,-4.276 ,2.153 ,,,,1.978 ,0.698 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.4834 ,1.2619 ,0.5995 ,12.5902,0.0794,0.1002 ,
21 ,Tree,33.333 ,< 100,NH4NO3,NH4NO3,2190 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.793 ,-4.422 ,1.629 ,,,,2.211 ,0.582 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.6166 ,0.8763 ,0.5480 ,11.5079,0.0869,0.0761 ,
21 ,Tree,28.571 ,< 100,NH4NO3,NH4NO3,2555 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-2.851 ,-4.684 ,1.833 ,,,,2.676 ,1.047 ,4.000 ,4.000 ,21.000 ,0.8696 ,2.0322 ,0.7842 ,0.5384 ,11.3072,0.0884,0.0694 ,
21 ,Tree,25.000 ,< 100,NH4NO3,NH4NO3,2920 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-1.804 ,-4.684 ,2.880 ,,,,4.305 ,0.698 ,4.000 ,4.000 ,21.000 ,0.8696 ,3.0842 ,0.8120 ,0.5412 ,11.3654,0.0880,0.0714 ,
21 ,Tree,22.222 ,< 100,NH4NO3,NH4NO3,3285 ,3-10 yr,Fagus sylvatica L.,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.345 ,-4.742 ,1.396 ,,,,1.280 ,1.164 ,4.000 ,4.000 ,21.000 ,0.8696 ,1.2232 ,0.9927 ,0.5616 ,11.7933,0.0848,0.0842 ,
22 ,Tree,,,Urea,urea,2920 ,3-10 yr,Pinus taeda L.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.800 ,-3.100 ,2.300 ,-2.700 ,-5.000 ,-6.500 ,2.400 ,1.400 ,4.000 ,4.000 ,2.000 ,0.8696 ,1.9647 ,1.0180 ,0.5648 ,1.1295,0.8853,0.9012 ,
22 ,Tree,,,Urea,urea,2980 ,3-10 yr,Pinus taeda L.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.500 ,-4.800 ,5.300 ,-2.700 ,-8.000 ,,1.400 ,0.400 ,4.000 ,4.000 ,2.000 ,0.8696 ,1.0296 ,4.4764 ,1.7524 ,3.5047,0.2853,1.2772 ,
24 ,Tree,,,,,1095 ,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.389 ,0.056 ,-3.445 ,,,,1.950 ,0.390 ,9.000 ,9.000 ,3.000 ,0.9524 ,1.4060 ,-2.3333 ,0.3734 ,1.1203,0.8926,-2.0826 ,
24 ,Tree,,,,,1095 ,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-4.833 ,-1.129 ,-3.705 ,,,,1.690 ,1.820 ,9.000 ,9.000 ,3.000 ,0.9524 ,1.7560 ,-2.0092 ,0.3344 ,1.0031,0.9969,-2.0031 ,
24 ,Tree,,,,,1095 ,3-10 yr,Rhizophora mangle,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-8.162 ,-5.389 ,-2.773 ,,,,2.470 ,2.600 ,9.000 ,9.000 ,3.000 ,0.9524 ,2.5355 ,-1.0416 ,0.2524 ,0.7571,1.3209,-1.3758 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,-3.763 ,-4.237 ,0.475 ,,,,0.367 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.3421 ,0.7927 ,1.0785 ,12.9426,0.0773,0.0612 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,-3.001 ,-4.237 ,1.236 ,,,,0.377 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.3476 ,2.0325 ,1.5164 ,18.1965,0.0550,0.1117 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,-2.412 ,-4.237 ,1.825 ,,,,0.458 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.3935 ,2.6501 ,1.8778 ,22.5342,0.0444,0.1176 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,0.058 ,-4.237 ,4.295 ,,,,0.387 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.3531 ,6.9504 ,7.0385 ,84.4625,0.0118,0.0823 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,3.639 ,-4.237 ,7.876 ,,,,0.387 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.3532 ,12.7434 ,21.2993 ,255.5921,0.0039,0.0499 ,
27 ,Tree,,,,,,,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,root,root,below ground,2.901 ,-4.237 ,7.139 ,,,,0.143 ,0.316 ,2.000 ,2.000 ,12.000 ,0.5714 ,0.2450 ,16.6525 ,35.6633 ,427.9599,0.0023,0.0389 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-3.783 ,-2.903 ,-0.880 ,,,,0.305 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.1863 ,-0.4238 ,1.0224 ,12.2694,0.0815,-0.0345 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-3.877 ,-2.903 ,-0.973 ,,,,1.151 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.4222 ,-0.3911 ,1.0191 ,12.2295,0.0818,-0.0320 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-3.563 ,-2.903 ,-0.660 ,,,,0.265 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.1814 ,-0.3191 ,1.0127 ,12.1528,0.0823,-0.0263 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-2.661 ,-2.903 ,0.242 ,,,,0.397 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.1998 ,0.1155 ,1.0017 ,12.0200,0.0832,0.0096 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,-1.422 ,-2.903 ,1.481 ,,,,0.295 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.1850 ,0.7141 ,1.0637 ,12.7648,0.0783,0.0559 ,
27 ,shrub,,,,,,,Vaccinium  vitis-idaea,broadleaf,C3,non-N-fixing,evergreen,root,root,below ground,0.396 ,-2.903 ,3.300 ,,,,0.265 ,1.650 ,2.000 ,2.000 ,12.000 ,0.5714 ,1.1814 ,1.5959 ,1.3184 ,15.8205,0.0632,0.1009 ,
29 ,Tree,60.000 ,< 100,NH4NO3,NH4NO3,365 ,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.994 ,-3.650 ,1.656 ,,,,0.417 ,0.420 ,5.000 ,5.000 ,15.000 ,0.9032 ,0.4181 ,3.5784 ,1.0402 ,15.6035,0.0641,0.2293 ,
29 ,Tree,55.000 ,< 100,NH4NO3,NH4NO3,1460 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.250 ,-4.644 ,2.395 ,,,,0.134 ,0.835 ,5.000 ,5.000 ,15.000 ,0.9032 ,0.5981 ,3.6162 ,1.0538 ,15.8077,0.0633,0.2288 ,
29 ,Tree,46.667 ,< 100,NH4NO3,NH4NO3,3285 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.365 ,-5.344 ,1.979 ,,,,0.175 ,0.672 ,5.000 ,5.000 ,15.000 ,0.9032 ,0.4911 ,3.6404 ,1.0626 ,15.9397,0.0627,0.2284 ,
29 ,Tree,41.429 ,< 100,NH4NO3,NH4NO3,5110 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.357 ,-4.890 ,2.533 ,,,,0.564 ,0.504 ,5.000 ,5.000 ,15.000 ,0.9032 ,0.5351 ,4.2753 ,1.3139 ,19.7084,0.0507,0.2169 ,
29 ,Tree,36.957 ,< 100,NH4NO3,NH4NO3,8760 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.322 ,-4.992 ,3.670 ,,,,0.873 ,0.841 ,5.000 ,5.000 ,15.000 ,0.9032 ,0.8574 ,3.8663 ,1.1474 ,17.2114,0.0581,0.2246 ,
29 ,Tree,120.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.238 ,-3.650 ,3.888 ,,,,0.624 ,0.420 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.5319 ,4.1771 ,3.1810 ,47.7151,0.0210,0.0875 ,
29 ,Tree,110.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.174 ,-4.644 ,4.818 ,,,,0.385 ,0.835 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.6503 ,4.2336 ,3.2405 ,48.6071,0.0206,0.0871 ,
29 ,Tree,93.333 ,< 100,NH4NO3,NH4NO3,3285 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.275 ,-5.344 ,5.069 ,,,,0.106 ,0.672 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.4812 ,6.0192 ,5.5289 ,82.9328,0.0121,0.0726 ,
29 ,Tree,82.857 ,< 100,NH4NO3,NH4NO3,5110 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.445 ,-4.890 ,5.335 ,,,,1.315 ,0.504 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.9958 ,3.0612 ,2.1714 ,32.5703,0.0307,0.0940 ,
29 ,Tree,73.913 ,< 100,NH4NO3,NH4NO3,8760 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.286 ,-4.992 ,6.279 ,,,,0.784 ,0.841 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.8129 ,4.4134 ,3.4348 ,51.5213,0.0194,0.0857 ,
29 ,Tree,180.000 ,100-200,NH4NO3,NH4NO3,365 ,< 3 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.041 ,-3.650 ,3.610 ,,,,0.569 ,0.420 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.4996 ,4.1285 ,3.1306 ,46.9583,0.0213,0.0879 ,
29 ,Tree,165.000 ,100-200,NH4NO3,NH4NO3,1460 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.563 ,-4.644 ,5.208 ,,,,0.533 ,0.835 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.7006 ,4.2478 ,3.2555 ,48.8320,0.0205,0.0870 ,
29 ,Tree,140.000 ,100-200,NH4NO3,NH4NO3,3285 ,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.112 ,-5.344 ,5.232 ,,,,0.640 ,0.672 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.6561 ,4.5571 ,3.5960 ,53.9393,0.0185,0.0845 ,
29 ,Tree,124.286 ,100-200,NH4NO3,NH4NO3,5110 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.102 ,-4.890 ,4.991 ,,,,0.497 ,0.504 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.5009 ,5.6946 ,5.0536 ,75.8035,0.0132,0.0751 ,
29 ,Tree,110.870 ,100-200,NH4NO3,NH4NO3,8760 , > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.599 ,-4.992 ,5.591 ,,,,0.142 ,0.841 ,2.000 ,2.000 ,15.000 ,0.5714 ,0.6032 ,5.2971 ,4.5074 ,67.6106,0.0148,0.0783 ,
42 ,Tree,100.000 ,100-200,(NH4)2SO4,ammonium,1550 ,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,9.528 ,6.544 ,2.984 ,,,,1.773 ,2.217 ,3.000 ,3.000 ,4.000 ,0.8000 ,2.0074 ,1.1891 ,0.7845 ,3.1380,0.3187,0.3789 ,
42 ,Tree,200.000 ,>= 200,(NH4)2SO4,ammonium,1550 ,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,6.373 ,6.544 ,-0.172 ,,,,2.069 ,2.217 ,3.000 ,3.000 ,4.000 ,0.8000 ,2.1442 ,-0.0640 ,0.6670 ,2.6680,0.3748,-0.0240 ,
42 ,Tree,100.000 ,100-200,(NH4)2SO4,ammonium,1550 ,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.673 ,0.322 ,0.351 ,,,,0.729 ,0.325 ,3.000 ,3.000 ,4.000 ,0.8000 ,0.5644 ,0.4969 ,0.6872 ,2.7490,0.3638,0.1808 ,
42 ,Tree,200.000 ,>= 200,(NH4)2SO4,ammonium,1550 ,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.084 ,0.322 ,-0.238 ,,,,0.246 ,0.325 ,3.000 ,3.000 ,4.000 ,0.8000 ,0.2885 ,-0.6614 ,0.7031 ,2.8125,0.3556,-0.2352 ,
45 ,Tree,125.000 ,100-200,Urea,urea,2190 ,3-10 yr,Alseis blackiana Hemsl.,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.629 ,0.121 ,-0.750 ,-1.860 ,-1.110 ,-1.110 ,0.276 ,0.496 ,4.000 ,4.000 ,1.000 ,0.8696 ,0.4015 ,-1.6244 ,0.6649 ,0.6649,1.5039,-2.4430 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,90.000 ,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-4.964 ,-9.314 ,4.350 ,1.500 ,-2.850 ,-0.539 ,0.480 ,0.672 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.5839 ,5.9591 ,3.6259 ,29.0071,0.0345,0.2054 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,365.000 ,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-6.024 ,-8.933 ,2.908 ,1.500 ,-1.408 ,,1.008 ,1.008 ,3.000 ,3.000 ,8.000 ,0.8000 ,1.0080 ,2.3083 ,1.1107 ,8.8855,0.1125,0.2598 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,90.000 ,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-4.978 ,-9.632 ,4.654 ,1.500 ,-3.154 ,,0.720 ,0.720 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.7200 ,5.1718 ,2.8956 ,23.1648,0.0432,0.2233 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,365.000 ,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-6.703 ,-9.778 ,3.075 ,1.500 ,-1.575 ,,0.528 ,0.336 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.4426 ,5.5577 ,3.2407 ,25.9255,0.0386,0.2144 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,90.000 ,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.301 ,-3.716 ,0.414 ,1.500 ,1.086 ,,0.480 ,0.432 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.4566 ,0.7259 ,0.7106 ,5.6846,0.1759,0.1277 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,365.000 ,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-3.641 ,-3.723 ,0.082 ,1.500 ,1.418 ,,0.384 ,0.528 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.4617 ,0.1416 ,0.6683 ,5.3467,0.1870,0.0265 ,
